Locus_tag,Gene_name,Rich_M9_ATC5_1.rep1,Rich_M9_ATC5_1.rep2,Rich_M9_ATC5_2.rep1,Rich_M9_ATC5_2.rep2,Rich_M9_No_ATC_1.rep1,Rich_M9_No_ATC_1.rep2,Rich_M9_No_ATC_2.rep1,Rich_M9_No_ATC_2.rep2
b1398,paaK,4.518,2.749,3.206,3.172,4.768,2.532,3.367,5.051
b1399,paaX,23.275,16.335,15.643,18.05,21.856,14.746,22.012,19.876
b1400,paaY,25.43,19.874,19.539,21.199,27.035,18.741,27.205,28.68
b1402,insD-2,11.336,8.921,9.146,9.696,10.841,7.819,15.493,12.465
b1403,insC-2,14.776,13.051,13.695,16.625,16.817,15.629,20.555,15.998
b1404,insI-2,5.966,5.202,5.158,5.413,5.895,4.101,7.319,8.093
b1406,pdxI,9.579,9.124,6.827,8.834,11.676,6.328,14.068,13.15
b1407,ydbD,2.757,0.734,0.631,0.881,3.389,0.91,1.672,1.579
b1408,ynbA,0.246,0.083,0.215,0.172,0.12,0,0.356,0.107
b1409,ynbB,0.388,0,0.319,0.232,0.406,0.149,0.12,0.073
b1410,ynbC,2.657,1.308,1.982,1.63,2.376,2.185,1.734,2.276
b1411,ynbD,5.687,2.794,2.896,3.586,4.657,2.349,5.445,4.554
b1412,azoR,18.119,26.26,29.356,33.441,19.393,23.805,38.194,36.936
b1413,hrpA,48.347,43.335,41.288,41.751,43.674,35.908,41.913,54.615
b1414,ydcF,19.725,22.516,25.131,22.568,20.371,19.292,27.886,25.426
b1415,aldA,16.906,5.403,5.165,5.788,12.512,6.699,20.495,28.106
b1418,cybB,94.689,88.764,73.469,80.35,97.402,87.81,88.296,124.253
b1419,ydcA,136.202,96.973,110.609,97.604,132.852,87.527,112.247,121.534
b1420,mokB,10.647,20.298,16.1,21.396,14.02,31.635,21.035,12.006
b1421,trg,9.719,2.648,2.663,2.698,7.872,2.858,2.992,3.331
b1422,ydcI,83.559,22.307,13.736,16.237,85.932,34.173,8.992,12.464
b1423,ydcJ,5.36,1.165,1.742,1.977,4.155,1.828,3.653,3.583
b1424,opgD,31.202,40.177,37.85,40.235,34.634,34.144,38.086,43.025
b1426,ydcH,35.22,30.648,28.204,35.309,48.995,32.95,84.406,50.753
b1427,rimL,28.2,25.68,30.15,30.63,24.462,18.444,38.666,37.293
b1428,ydcK,7.344,5.407,6.946,8.284,8.317,4.598,5.94,6.898
b1429,tehA,15.561,12.719,15.27,16.132,17.264,13.763,14.534,15.694
b1430,tehB,50.52,52.305,57.577,62.225,56.167,43.609,60.538,71.804
b1431,ydcL,35.648,39.72,39.265,48.825,39.925,34.181,46.372,43.087
b1432,insQ,36.711,26.424,25.578,26.524,35.165,22.156,31.038,24.237
b1433,ydcO,2.45,1.289,2.212,2.304,3.304,1.139,2.844,3.873
b1434,sutR,10.732,7.902,12.108,12.126,9.993,12.018,12.308,13.813
b1435,rlhA,27.374,60.149,49.948,51.856,30.408,50.182,44.012,48.651
b1436,yncJ,5.592,1.968,2.702,2.706,5.046,1.547,2.569,0
b1438,hicB,14.297,17.869,16.715,18.115,13.043,12.049,17.402,20.285
b1439,ydcR,21.258,22.872,14.104,17.68,26.784,20.696,15.952,21.365
b1440,ydcS,8.216,3.879,2.678,3.864,9.556,2.748,7.721,9.936
b1441,ydcT,4.287,2.117,1.718,1.541,4.861,1.586,8.194,6.577
b1442,ydcU,4.246,1.77,2.402,3.567,5.258,1.565,5.756,5.422
b1443,ydcV,5.406,1.97,1.93,2.293,7.544,2.219,5.022,4.338
b1444,patD,11.924,6.434,5.932,7.184,15.217,3.761,10.166,8.904
b1445,ortT,56.537,28.308,13.303,23.503,71.729,32.983,16.279,13.649
b1446,ydcY,194.701,186.423,166.162,222.072,262.119,258.332,243.595,149.461
b1447,ydcZ,23.959,12.517,16.241,14.702,23.742,13.944,29.854,36.582
b1448,mnaT,24.985,20.879,27.511,30.715,22.27,18.458,45.948,38.363
b1449,curA,15.604,10.853,10.674,11.192,16.89,7.616,16.737,15.358
b1450,mcbR,14.622,3.338,1.874,3.52,17.865,2.347,5.59,4.787
b1451,yncD,35.485,18.137,13.01,10.379,30.228,15.227,10.159,17.141
b1452,yncE,526.919,42.289,41.926,43.069,462.91,44.788,1076.977,1262.934
b1453,ansP,14.044,42.301,42.93,32.716,16.674,43.381,13.272,14.835
b1454,yncG,5.829,3.065,4.04,5.311,7.701,3.108,3.754,3.159
b1455,yncH,2.682,0.356,0.244,1.712,2.736,0.839,0.253,0
b1456,rhsE,1.188,0.986,0.698,1.081,1.339,0.894,1.619,1.032
b1457,ydcD,3.909,3.138,1.562,2.966,3.72,2.913,3.072,2.896
b1459,yncI,1.98,1.965,1.234,0.939,2.995,0.763,2.867,2.531
b1460,ydcC,1.355,0.348,0.366,0.427,0.854,0.471,1.139,0.858
b1461,pptA,21.657,33.463,32.232,48.088,29.885,33.21,61.331,44.491
b1462,yddH,2.528,2.304,3.741,3.747,3.578,1.724,3.597,1.37
b1463,nhoA,6.812,2.926,6.21,5.727,4.822,3.168,7.398,5.153
b1464,yddE,31.872,27.802,30.197,30.913,36.993,25.528,34.943,40.722
b1465,narV,3.137,4.525,2.482,3.251,4.136,2.492,2.416,2.771
b1466,narW,2.391,1.524,1.794,2.882,2.861,0.898,2.209,1.636
b1467,narY,2.508,1.733,1.7,2.883,2.625,1.547,1.519,1.432
b1468,narZ,2.171,1.418,1.293,2.333,2.129,1.283,1.219,1.957
b1469,narU,2.45,0.873,0.824,1.069,1.94,0.836,0.621,0.398
b1470,yddJ,0.148,0.451,0,0.31,0,0.399,0,0.194
b1471,yddK,0.104,0,0,0.218,0,0,0.056,0.068
b1472,yddL,0,0,0,0,0,0,0,0
b1473,yddG,5.915,11.799,16.513,14.589,6.332,11.748,18.963,17.705
b1474,fdnG,47.997,105.347,115.184,108.532,41.131,92.298,40.155,49.292
b1475,fdnH,69.922,138.084,134.242,137.743,58.853,110.645,37.371,44.702
b1476,fdnI,79.464,173.417,174.858,166.083,86.063,139.483,48.054,48.353
b1477,yddM,78.797,39.883,53.658,64.89,90.482,45.602,68.151,61.415
b1478,adhP,83.15,21.287,21.455,21.848,77.481,18.465,47.656,61.914
b1479,maeA,111.979,113.087,107.647,112.658,98.128,92.69,123.444,181.675
b1480,sra,348.866,254.424,371.65,647.414,687.634,710.381,362.814,204.161
b1481,bdm,3.45,2.807,0.722,5.547,5.621,3.308,0,2.711
b1482,osmC,77.056,69.463,81.636,112.511,90.158,64.201,149.495,99.107
b1483,ddpF,6.432,1.008,1.683,2.332,4.584,1.686,2.619,2.071
b1484,ddpD,8.331,1.689,2.635,2.877,6.446,2.398,3.225,3.362
b1485,ddpC,8.474,2.056,2.059,2.672,6.849,2.863,2.406,2.829
b1486,ddpB,3.934,1.309,1.119,0.738,4.51,1.746,1.503,1.495
b1487,ddpA,5.269,2.964,1.191,2.603,4.978,2.088,2.018,2.517
b1488,ddpX,7.854,2.474,0.715,2.864,6.759,2.225,1.251,1.677
b1489,dosP,3.581,2.01,2.308,2.03,4.047,1.638,4.361,4.948
b1490,dosC,4.131,2.046,2.407,2.693,3.88,1.647,5.15,5.905
b1491,yddW,9.184,14.428,14.344,16.497,11.736,13.094,16.431,14.64
b1492,gadC,89.631,87.881,184.46,197.697,98.613,70.918,50.265,66.338
b1493,gadB,105.627,116.777,266.632,267.528,123.68,110.523,64.948,73.799
b1494,pqqL,3.367,2.349,2.381,2.366,3.561,2.14,5.847,9.425
b1495,yddB,1.664,1.064,0.745,0.637,1.637,0.461,5.73,6.828
b1496,yddA,0.354,0.33,0.432,0.278,0.49,0.808,4.64,4.631
b1497,ydeM,0.729,0.436,0.517,0.607,1.342,0.482,3.96,3.877
b1498,ydeN,1.476,1.921,1.715,1.997,2.222,1.42,5.225,4.91
b1499,ydeO,0.196,0.729,1.16,1.436,0.956,0.528,0.496,0.683
b1500,safA,0,0.255,0,0,0,0.226,0,0
b1501,ydeP,2.179,2.482,2.008,2.262,2.62,2.311,2.106,3.31
b1502,ydeQ,0.407,0.497,0.682,0.228,0.504,0.293,0.236,0.356
b1503,ydeR,0.739,0.451,0,0.155,0.434,0.798,0.428,0
b1504,ydeS,0.187,0.333,0.196,0.343,0.457,0.589,0.508,0.123
b1505,ydeT,0.995,0.528,0.272,0.589,0.338,0.544,0.563,0.396
b1506,yneL,4.161,1.991,2.562,0.77,0.718,1.54,0.797,1.923
b1507,hipA,4.469,8.152,9.947,11.222,4.827,6.532,9.726,10.23
b1508,hipB,5.955,9.555,15.001,13.463,4.092,13.8,11.013,5.605
b1511,lsrK,4.6,2.474,2.465,3.254,4.862,2.047,6.384,6.27
b1512,lsrR,4.974,2.436,3.299,4.887,5.116,3.277,8.907,8.423
b1513,lsrA,0.421,0.296,0.237,0.407,0.221,0.262,0.597,0.72
b1514,lsrC,0.869,0.736,0.708,0.709,0.897,1.085,1.18,1.486
b1515,lsrD,1.726,0.56,0.419,0.971,1.394,0.877,1.684,2.785
b1516,lsrB,1.967,2.469,0.763,1.808,3.086,1.179,4.536,3.212
b1517,lsrF,3.63,2.826,2.375,2.29,4.546,1.3,4.034,4.42
b1518,lsrG,5.549,4.253,3.396,4.207,8.511,2.993,4.913,5.031
b1519,tam,15.678,13.279,12.541,16.061,20.507,11.916,15.105,14.702
b1520,yneE,25.086,33.955,16.713,25.905,31.049,32.752,10.85,15.502
b1521,uxaB,6.125,5.01,5.194,4.736,6.656,5.752,9.921,9.097
b1522,dgcF,21.75,13.695,11.029,14.343,24.282,14.605,15.423,11.462
b1523,yneG,25.532,27.996,23.985,21.562,23.203,23.758,27.651,22.322
b1524,glsB,28.567,31.363,29.234,32.257,28.735,30.184,35.94,32.148
b1525,sad,10.838,8.583,9.587,9.189,10.402,7.524,14.605,16.091
b1526,yneJ,8.421,7.962,8.64,9.509,10.076,7.798,9.145,8.963
b1527,yneK,0.779,0.905,0.862,0.513,0.827,0.68,0.653,0.554
b1528,ydeA,28.075,47.549,34.284,38.754,29.032,40.274,11.28,16.444
b1529,marC,33.197,25.79,32.1,34.026,31.647,22.197,38.642,31.068
b1530,marR,18.903,19.162,15.665,16.407,20.039,16.838,22.697,16.529
b1531,marA,34.999,30.39,30.817,29.1,27.191,31.286,34.704,39.65
b1532,marB,27.451,23.068,24.583,25.334,23.395,24.064,31.288,33.425
b1533,eamA,31.908,15.436,12.137,12.676,29.408,14.044,20.682,15.255
b1534,ydeE,13.801,4.89,3.328,4.648,13.653,4.511,5.904,7.942
b1535,dgcZ,30.446,8.108,9.136,8.712,42.759,9.073,10.748,10.662
b1536,ydeI,5.815,5.656,7.544,8.484,8.032,7.387,4.805,3.808
b1537,ydeJ,2.298,1.752,4.009,3.814,2.339,1.979,1.975,2.131
b1538,dcp,26.469,32.593,34.347,34.272,25.208,27.308,35.362,51.202
b1539,ydfG,118.922,173.84,183.692,219.992,133.989,171.263,211.623,193.591
b1540,ydfH,161.129,130.929,113.345,112.721,171.069,116.79,108.142,113.892
b1541,ydfZ,82.319,951.187,1187.951,1916.794,120.457,1977.816,257.599,162.35
b1542,ydfI,1.598,1.245,0.89,1.07,1.928,0.978,1.625,1.603
b1543,ydfJ,1.432,0.354,0.567,0.487,1.399,0.348,0.42,0.76
b1544,ydfK,704.844,18.945,15.171,12.69,608.879,9.686,41.156,41.71
b1545,pinQ,50.44,2.906,3.08,1.675,45.359,2.834,3.332,4.734
b1546,tfaQ,1.553,1.162,0.903,1.583,1.665,1.803,1.218,0.452
b1547,ydfN,1.29,0.538,0.702,1.217,1.046,0.73,0.896,1.216
b1548,nohA,1.22,1.064,1.597,0.914,1.406,1.214,1.656,1.541
b1549,ydfO,0.967,1.967,2.784,1.394,0.709,3.477,4.463,4.987
b1550,gnsB,137.059,89.714,98.95,117.064,196.767,162.476,101.394,65.441
b1551,ynfN,120.547,0,2.001,0,131.994,0,1.383,2.085
b1552,cspI,582.792,2.016,4.274,5.258,761.173,2.516,10.892,13.747
b1553,rzpQ,5.587,0.406,0.104,0.628,2.682,0.359,0.758,0.327
b1554,rrrQ,10.188,0.615,0.536,0.585,6.366,0.544,0.808,0.487
b1555,ydfR,22.453,2.186,1.751,0.584,17.122,1.36,0.519,1.46
b1556,essQ,39.793,1.169,0.241,0.121,33.05,0,1.374,2.711
b1557,cspB,14129.725,452.797,332.083,284.594,14656.79,356.467,1227.43,1188.084
b1558,cspF,277.809,22.057,14.042,14.675,485.637,45.92,34.575,24.591
b1559,ydfT,3.728,1.677,1.382,2.283,3.418,2.254,2.866,2.895
b1560,ydfU,3.572,1.492,0.396,0.595,4.533,1.531,1.028,1.146
b1561,rem,6.703,4.811,5.367,8.269,5.011,5.317,7.708,4.389
b1562,hokD,127.713,164.186,149.879,142.928,121.254,127.83,217.195,187.695
b1563,relE,78.58,104.546,91.389,109.074,75.628,80.484,147.434,129.118
b1564,relB,39.229,43.783,44.539,53.832,44.314,52.571,57.325,40.803
b1565,ydfV,1.299,0.66,0,1.192,3.174,1.022,0.353,0.213
b1566,flxA,8.355,7.434,7.654,6.571,9.188,6.438,8.263,5.862
b1567,ydfW,2.484,0.674,1.387,0.347,1.295,1.191,1.798,3.036
b1568,ydfX,1.024,1.042,0.715,0.806,1.836,0.921,1.761,1.453
b1569,dicC,0.753,0.437,0.225,0.338,0.42,1.16,0.35,0.141
b1570,dicA,139.187,126.173,117.546,125.897,157.356,129.388,138.85,109.562
b1571,ydfA,3.822,2.429,1,3.005,5.137,2.433,5.707,1.668
b1572,ydfB,5.199,4.699,6.653,7.471,8.094,2.77,6.483,8.07
b1573,ydfC,3.516,4.037,4.632,3.211,4.657,3.773,7.391,4.457
b1574,dicF,16.874,6.672,15.703,8.846,6.414,11.797,19.342,8.594
b1575,dicB,0.394,0.134,0.275,0.827,0.642,0,0.714,0.516
b1576,ydfD,0.388,1.184,0.542,1.628,0.632,0.233,0.703,1.186
b1577,ydfE,1.696,1.246,0.912,1.414,1.544,1.16,1.686,2.745
b1578,insD-7,7.103,5.399,5.42,5.816,7.54,4.724,8.918,7.831
b1579,intQ,1.515,1.161,1.225,0.898,2.017,1.018,1.518,1.502
b1580,rspB,0.536,0.966,0.663,1.175,1.262,0.81,0.793,1.914
b1581,rspA,0.532,0.561,0.471,0.429,0.779,0.129,0.488,0.964
b1582,ynfA,17.777,12.977,13.044,15.772,19.455,20.897,20.789,12.735
b1583,ynfB,70.385,90.033,91.484,107.084,76.68,102.644,104.041,97.601
b1584,speG,71.692,90.366,89.15,93.79,67.002,79.213,93.817,105.778
b1585,ynfC,18.378,16.697,15.29,18.318,18.92,15.327,22.841,16.564
b1586,ynfD,4.709,3.632,4.93,6.64,6.507,7.736,5.29,4.253
b1587,ynfE,3.726,11.011,15.549,19.662,4.912,8.244,34.19,29.973
b1588,ynfF,20.671,175.971,157.721,193.659,40.57,112.272,55.211,59.967
b1589,ynfG,27.696,180.412,168.084,196.663,48.878,132.142,32.913,36.745
b1590,ynfH,48.231,268.163,229.509,280.461,75.6,190.714,41.743,41.247
b1591,dmsD,93.874,246.104,215.929,244.466,124.805,184.166,84.395,85.275
b1592,clcB,11.858,12.017,8.649,9.864,14.372,10.091,5.494,7.661
b1593,ynfK,35.692,85.141,151.339,128.367,29.375,103.441,221.316,153.413
b1594,mlc,20.549,17.171,23.942,19.84,18.017,16.643,34.334,36.344
b1595,ynfL,4.779,4.295,4.771,5.478,4.128,3.747,5.975,8.661
b1596,ynfM,19.85,9.145,8.586,10.344,17.66,8.334,24.868,34.765
b1597,asr,3.377,4.905,5.05,5.901,5.658,3.324,4.365,5.896
b1598,ydgD,32.82,25.935,31.703,39.927,33.321,26.895,38.397,32.375
b1599,mdtI,251.505,54.499,33.495,44.597,285.937,49.263,58.531,63.293
b1600,mdtJ,261.382,59.353,36.596,41.491,328.137,49.177,52.626,63.29
b1601,tqsA,9.025,5.076,6.986,6.241,8.211,6.041,11.781,6.601
b1602,pntB,93.77,118.332,114.499,131.963,99.085,99.243,143.273,195.038
b1603,pntA,74.137,113.741,113.04,131.563,72.196,96.884,124.922,186.607
b1604,ydgH,87.433,127.018,131.333,137.046,82.481,101.092,131.828,137.227
b1605,ydgI,16.076,21.46,18.241,18.495,19.208,21.314,20.032,20.654
b1606,folM,22.78,23.023,20.432,20.535,24.248,19.953,19.962,25.199
b1607,ydgC,36.228,23.154,15.326,17.985,40.325,24.723,17.503,21.496
b1608,rstA,23.117,34.276,28.5,32.994,21.921,33.962,29.374,28.196
b1609,rstB,13.795,15.928,14.902,19.186,14.304,13.841,23.993,20.44
b1610,tus,7.88,7.551,7.914,10.279,10.679,8.836,10.21,11.334
b1611,fumC,16.88,7.628,7.965,8.497,11.691,10.211,7.686,10.057
b1612,fumA,39.337,18.281,18.002,16.543,28.602,18.792,17.362,29.511
b1613,manA,56.274,85.787,91.337,99.317,49.101,74.132,94.647,115.639
b1614,ydgA,147.866,117.843,123.68,130.359,141.829,96.456,143.231,192.745
b1615,uidC,0.314,0.279,0.205,0.082,0.422,0.388,0.469,0.308
b1616,uidB,1.356,0.68,0.246,0.341,1.078,0.439,0.707,0.639
b1617,uidA,2.399,0.934,0.675,0.891,2.345,0.998,1.161,1.275
b1618,uidR,54.644,28.037,33.005,34.201,60.52,29.246,50.575,44.259
b1619,hdhA,34.546,29.403,27.904,39.343,32.249,22.331,47.63,41.684
b1620,malI,21.196,7.413,8.088,8.758,20.341,6.597,18.823,18.844
b1621,malX,2.729,2.061,2.792,2.665,2.454,1.963,6.486,6.515
b1622,malY,16.667,17.012,19.8,19.697,15.96,13.631,22.515,29.927
b1623,add,16.016,28.385,27.721,31.247,15.17,27.278,40.815,39.222
b1624,ydgJ,50.877,42.269,40.374,42.837,51.316,39.342,47.319,56.754
b1625,cnu,39.908,30.054,51.655,44.739,43.955,33.496,35.594,27.413
b1626,ydgK,76.891,63.75,62.749,58.061,79.948,65.423,66.554,64.625
b1627,rsxA,58.05,32.985,26.41,25.152,63.416,36.259,39.26,33.875
b1628,rsxB,58.05,34.377,25.424,27.577,59.971,37.72,48.502,51.357
b1629,rsxC,39.325,27.998,24.744,26.317,35.292,25.716,37.206,34.978
b1630,rsxD,46.798,40.262,36.077,33.181,48.587,35.679,35.408,30.568
b1631,rsxG,58.964,42.465,41.001,35.946,64.478,37.002,35.404,39.502
b1632,rsxE,57.429,33.534,34.789,34.955,56.832,36.897,26.124,34.263
b1633,nth,63.276,33.044,32.96,31.577,58.147,35.252,33.084,38.365
b1634,dtpA,251.889,335.547,345.077,356.659,244.692,276.707,273.857,324.255
b1635,gstA,41.977,61.439,59.312,66.623,43.916,51.884,65.705,70.221
b1636,pdxY,73.605,84.753,88.499,76.123,66.916,73.661,73.842,83.029
b1637,tyrS,193.279,278.487,261.059,263.806,190.77,246.288,246.978,290.813
b1638,pdxH,73.202,115.955,120.658,126.511,76.874,107.678,97.682,122.608
b1639,mliC,9.335,10.41,8.196,10.024,8.535,7.444,12.344,16.365
b1640,anmK,20.187,13.108,15.417,16.708,17.544,13.761,21.581,20.575
b1641,slyB,430.804,1217.521,1095.557,1379.074,475.986,1081.807,1093.355,958.772
b1642,slyA,209.471,157.363,147.199,177.842,196.153,125.053,219.781,201.186
b1643,ydhI,20.964,20.89,16.79,19.893,29.302,25.817,14,16.885
b1644,ydhJ,13.695,9.362,8.245,10.413,10.782,9.318,10.47,12.248
b1645,ydhK,8.157,5.822,5.207,5.771,8.432,6.124,6.406,6.659
b1646,sodC,37.12,27.243,35.674,35.179,35.911,25.325,42.17,46.619
b1647,ydhF,34.84,34.974,37.867,43.209,34.162,29.127,46.555,49.036
b1648,ydhL,8.281,5.789,6.069,12.264,7.082,16.934,9.891,6.507
b1649,nemR,15.568,15.114,14.868,15.976,19.547,15.706,8.363,17.677
b1650,nemA,41.222,38.395,37.875,41.111,37.44,35.917,25.183,35.763
b1651,gloA,170.362,242.812,243.888,270.499,175.329,209.407,272.476,259.712
b1652,rnt,50.527,61.277,50.451,44.739,59.131,59.583,54.369,57.486
b1653,lhr,10.75,8.721,8.072,9.337,11.528,8.604,10.576,13.565
b1654,grxD,554.516,553.237,555.733,506.43,476.706,453.291,682.784,600.939
b1655,mepH,12.056,20.492,20.143,18.514,11.367,23.426,18.05,20.573
b1656,sodB,327.725,526.453,519.444,575.016,326.845,536.478,288.769,306.443
b1657,ydhP,58.941,25.518,23.029,28.229,55.039,23.018,23.518,31.143
b1658,purR,165.031,188.288,174.704,172.33,172.103,164.805,213.13,227.419
b1659,ydhB,7.349,10.234,8.474,11.781,7.339,7.994,8.616,11.228
b1660,ydhC,25.211,55.062,36.609,56.995,23.44,37.329,15.803,21.689
b1661,cfa,104.729,171.341,224.768,254.581,112.047,147.668,165.85,160.262
b1662,ribC,123.9,133.3,142.112,151.822,127.083,129.116,185.894,153.446
b1663,mdtK,50.66,48.68,45.05,43.905,43.262,38.063,45.746,53.181
b1664,ydhQ,88.498,68.604,76.844,85.706,81.712,60.899,72.538,91.881
b1665,valV,0,0,0,0,0,0,0,0
b1666,valW,0,0,0,0,0,0,0,0
b1667,ydhR,243.872,151.886,141.939,201.06,296.461,196.745,234.854,146.933
b1668,ydhS,14.054,5.854,7.227,10.03,13.646,4.981,9.211,12.162
b1669,ydhT,4.308,6.027,4.287,4.614,3.494,3.516,4.28,3.682
b1670,ydhU,2.149,4.081,2.482,3.513,3.429,2.387,1.956,1.987
b1671,ydhX,1.411,2.794,2.488,6.463,2.468,0.734,2.581,1.313
b1672,ydhW,2.875,3.976,3.331,7.356,1.874,2.481,3.33,3.816
b1673,ydhV,0.425,2.102,1.064,2.836,1.143,0.722,1.603,1.996
b1674,ydhY,0.951,2.498,2.323,2.908,1.046,1.353,1.678,1.557
b1675,fumD,37.854,42.099,32.696,55.072,72.846,80.817,63.202,34.703
b1676,pykF,305.24,797.93,750.715,825.3,336.784,549.564,541.133,725.643
b1677,lpp,10861.027,17689.847,17971.381,26929.881,18248.88,38510.129,18040.328,5780.298
b1678,ldtE,41.23,23.575,26.448,32.501,39.431,19.465,40.263,46.874
b1679,sufE,36.459,9.934,11.164,13.305,33.773,8.461,42.438,65.224
b1680,sufS,29.969,7.758,9.926,11.648,29.313,7.681,42,56.434
b1681,sufD,27.322,6.95,9.385,11.345,26.191,5.969,46.276,65.988
b1682,sufC,24.842,6.323,8.495,12.204,18.431,5.471,36.294,60.364
b1683,sufB,19.6,7.028,8.844,10.678,17.64,6.093,38.597,59.361
b1684,sufA,16.898,8.762,11.418,21.671,11.713,8.654,35.164,41.174
b1685,ydiH,117.243,122.421,151.919,209.759,144.663,241.504,200.397,132.889
b1686,menI,55.547,67.85,62.647,78.333,53.822,46.563,66.096,77.97
b1687,ydiJ,38.526,37.183,38.182,42.654,41.28,31.564,43.496,63.78
b1688,ydiK,36.694,43.529,43.37,47.742,37.83,36.396,46.973,48.464
b1689,ydiL,1.113,0.991,0.874,0.584,0.272,0.375,0.756,0.365
b1690,ydiM,0.245,0.083,0.086,0,0.12,0.147,0.044,0.161
b1691,ydiN,0.118,0.04,0.329,0,0,0.176,0.128,0.206
b1692,ydiB,0.86,0.932,0.78,1.052,0.84,0.695,1.4,0.6
b1693,aroD,18.656,20.5,23.712,28.313,19.579,19.565,34.938,36.434
b1694,ydiF,0.716,0.348,0.619,0.392,0.441,0.14,0.439,0.612
b1695,ydiO,0.906,1.009,1.084,0.678,0.527,1.396,0.984,1.469
b1696,ydiP,3.105,3.379,2.51,3.085,2.343,2.155,4.319,5.636
b1697,ydiQ,0.649,0.462,1.258,0.783,0.825,0.292,0.741,0.298
b1698,ydiR,1.27,1.695,1.302,1.775,2.069,1.118,1.666,1.94
b1699,ydiS,1.849,0.529,1.149,1.373,1.656,1.125,1.401,1.034
b1700,ydiT,1.098,0.687,1.15,0.709,1.074,0.152,1.193,0.775
b1701,fadK,1.271,0.98,0.734,0.413,0.956,0.368,1.285,1.014
b1702,ppsA,44.504,55.466,55.864,50.54,42.093,59.474,31.977,38.729
b1703,ppsR,15.906,19.444,20.27,20.988,18.109,20.135,17.855,21.689
b1704,aroH,94.053,152.859,162.556,182.457,99.447,146.697,94.302,103.723
b1705,ydiE,92.381,25.786,24.382,32.017,111.798,40.242,130.105,80.995
b1706,ydiU,47.627,12.181,8.633,9.534,43.917,10.303,32.477,30.813
b1707,ydiV,50.136,25.648,26.919,36.773,47.713,25.802,46.623,41.237
b1708,nlpC,48.989,51.931,58.28,75.454,50.026,52.682,76.52,68.706
b1709,btuD,35.673,34.218,27.568,35.32,40.211,31.948,37.659,39.778
b1710,btuE,63.32,67.404,58.047,68.375,63.872,58.093,62.75,64.655
b1711,btuC,28.488,24.281,22.72,19.41,26.089,22.08,25.464,19.766
b1712,ihfA,1927.48,1702.563,1661.388,1756.04,1835.788,1348.488,1901.303,1724.288
b1713,pheT,256.897,262.039,275.741,263.781,227.058,242.432,170.941,278.608
b1714,pheS,213.327,247.151,248.873,239.14,206.914,236.993,178.418,262.452
b1715,pheM,474.755,443.442,390.697,460.752,453.261,332.482,431.624,468.486
b1716,rplT,6592.764,8405.273,8698.747,7942.463,5973.605,7437.311,7919.829,7778.935
b1717,rpmI,7292.465,9007.759,9729.73,8176.303,6330.571,7856.411,9156.202,9272.444
b1718,infC,3623.388,4170.535,3831.406,3851.393,3721.293,4688.787,3630.151,3604.534
b1719,thrS,863.283,770.076,709.401,735.543,830.139,719.103,793.198,971.644
b1722,ydiY,47.065,57.374,46.807,50.379,46.836,57.078,36.324,37.463
b1723,pfkB,44.822,58.232,65.16,75.006,47.989,51.625,68.224,81.019
b1724,ydiZ,75.465,42.359,50.407,59.077,94.791,31.463,52.655,58.136
b1725,yniA,74.208,41.483,48.874,66.858,83.083,37.348,76.386,67.561
b1726,yniB,73.924,58.609,59.765,59.177,82.296,57.054,78.87,70.278
b1727,hxpB,29.186,51.576,49.061,48.513,33.102,39.788,51.695,51.354
b1728,ydjM,10.424,6.155,6.425,7.669,12.079,6.952,6.299,7.377
b1729,tcyP,375.233,853.374,840.363,803.283,387.916,847.868,544.607,722.52
b1730,ydjO,0.803,0.566,0.906,0.259,1.51,1,0.738,1.052
b1731,cedA,18.197,19.126,17.981,22.296,39.97,38.964,19.094,11.782
b1732,katE,24.051,20.994,27.963,34.868,25.742,18.145,12.522,18.985
b1733,chbG,16.164,13.573,13.802,15.385,14.86,8.873,18.416,19.043
b1734,chbF,3.121,1.55,1.269,1.906,3.464,2.014,3.35,3.919
b1735,chbR,9.371,7.161,7.312,7.107,11.003,5.113,9.632,13.816
b1736,chbA,7.219,5.829,5.78,7.495,8.163,6.044,11.99,10.103
b1737,chbC,4.405,2.268,1.588,2.971,4.324,2.531,4.208,4.094
b1738,chbB,44.653,32.105,40.187,36.84,51.438,30.331,57.903,47.027
b1739,osmE,579.057,357.505,435.46,543.08,590.214,302.488,643.934,490.597
b1740,nadE,111.608,104.942,106.168,128.036,117.362,94.34,139.053,154.339
b1741,cho,26.912,15.816,12.828,18.421,24.61,14.083,22.723,25.499
b1742,ves,2.933,1.666,3.161,1.899,2.108,2.016,1.499,1.13
b1743,spy,13.188,7.9,9.74,7.611,16.088,9.006,12.323,11.112
b1744,astE,11.588,1.72,2.523,1.263,11.727,4.079,2.422,3.693
b1745,astB,27.559,7.085,4.741,5.194,24.607,9.089,7.166,8.642
b1746,astD,29.377,10.486,7.403,8.26,34.33,11.218,8.554,12.362
b1747,astA,40.827,13.716,5.93,12.357,38.006,12.773,13.006,21.972
b1748,astC,37.782,13.468,6.518,11.754,38.044,10.626,13.831,22.382
b1749,xthA,74.187,92.085,83.793,90.44,73.658,90.984,78.356,76.194
b1750,ydjX,6.184,4.903,3.036,1.832,5.054,4.868,3.946,2.196
b1751,ydjY,2.345,1.9,2.8,4.188,3.152,1.68,5.053,5.806
