Locus_tag,Gene_name,Rich_M9_ATC5_1.rep1,Rich_M9_ATC5_1.rep2,Rich_M9_ATC5_2.rep1,Rich_M9_ATC5_2.rep2,Rich_M9_No_ATC_1.rep1,Rich_M9_No_ATC_1.rep2,Rich_M9_No_ATC_2.rep1,Rich_M9_No_ATC_2.rep2
b1044,ymdA,3.822,3.562,5.002,3.84,4.825,6.012,2.94,3.128
b1045,ymdB,21.865,15.42,15.342,17.95,20.644,12.504,20.207,22.786
b1046,clsC,27.288,15.632,14.211,15.313,24.453,12.893,19.957,21.552
b1047,opgC,33.809,33.156,24.121,22.494,39.925,25.339,26.417,32.028
b1048,opgG,137.164,225.722,209.52,231.104,144.6,205.238,136.375,210.876
b1049,opgH,157.381,187.618,179.193,187.493,150.53,171.282,124.968,173.309
b1050,yceK,33.994,20.828,13.004,14.166,42.387,22.723,12.542,16.267
b1051,msyB,110.828,101.846,112.77,145.936,147.893,94.087,95.317,89.967
b1053,mdtG,17.837,7.74,10.429,11.018,15.515,9.646,9.52,11.905
b1054,lpxL,65.436,63.628,69.185,75.456,64.119,64.544,74.984,76.442
b1055,yceA,54.166,55.364,29.935,36.758,50.362,46.995,23.825,36.581
b1056,yceI,23.332,6.403,5.825,6.828,17.663,5.234,24.682,29.314
b1057,yceJ,2.497,1.336,0.413,0.597,3.811,1.3,1.475,1.32
b1058,yceO,6.871,3.404,2.582,2.956,5.339,2.376,3.826,5.768
b1059,solA,34.699,43.273,40.581,41.015,32.094,38.575,49.18,55.444
b1060,bssS,697.715,185.235,192.357,248.422,904.427,241.524,360.321,196.989
b1061,dinI,244.985,484.137,433.149,447.997,279.833,488.375,198.705,202.741
b1062,pyrC,217.669,513.365,470.801,486.545,241.682,518.367,182.317,254.335
b1063,yceB,103.884,84.558,82.892,92.49,98.426,73.401,91.749,100.095
b1064,grxB,73.989,102.129,102.186,141.493,74.757,99.972,143.999,152.025
b1065,mdtH,8.096,8.065,9.594,10.471,7.893,6.225,9.483,7.858
b1066,rimJ,32.443,49.31,53.527,56.459,36.527,50.769,66.542,67.125
b1067,yceH,28.215,38.318,44.832,47.191,26.006,34.186,60.239,66.473
b1068,yceM,27.692,29.989,29.808,32.982,25.648,24.409,47.588,59.187
b1069,murJ,27.818,27.759,24.924,26.115,27.981,23.145,33.721,37.787
b1070,flgN,23.531,16.234,14.283,16.928,20.439,18.047,17.92,18.1
b1071,flgM,23.405,23.197,19.993,20.023,22.878,28.787,26.885,20.361
b1072,flgA,10.539,26.101,19.979,18.194,10.89,24.09,20.927,16.267
b1073,flgB,26.689,46.884,31.746,34.605,19.391,52.373,26.976,48.137
b1074,flgC,33.429,55.196,46.301,46.371,32.076,53.815,43.495,66.674
b1075,flgD,42.688,55.89,43.72,47.754,42.144,56.084,55.348,71.658
b1076,flgE,47.3,66.418,53.995,54.53,46.415,59.069,53.172,71.418
b1077,flgF,46.628,46.71,35.296,36.797,41.787,46.08,38.859,66.445
b1078,flgG,43.307,51.003,39.925,41.849,38.671,44.234,35.107,48.364
b1079,flgH,24.096,19.839,17.041,17.961,25.637,18.465,19.335,27.693
b1080,flgI,22.285,16.587,12.364,10.723,20.92,17.775,14.643,18.993
b1081,flgJ,20.781,13.97,9.304,8.931,18.07,13.062,9.336,13.884
b1082,flgK,18.918,12.66,9.524,9.491,16.04,12.673,9.009,12.665
b1083,flgL,25.154,21.817,18.075,15.399,25.249,19.686,15.128,19.507
b1084,rne,210.524,215.125,206.447,209.313,206.144,203.697,189.479,290.128
b1085,yceQ,0.464,0.315,0.162,0,0.303,0.139,0,0.811
b1086,rluC,136.785,161.344,124.459,118.625,132.184,145.988,141.346,142.471
b1087,yceF,40.002,47.496,44.814,48.622,37.772,39.089,63.729,57.615
b1088,yceD,1976.736,1885.933,1710.645,1618.891,2035.767,2018.549,2044.27,1916.686
b1089,rpmF,5951.623,7183.232,7005.255,6618.176,5545.889,6812.973,8340.541,7641.315
b1090,plsX,652.615,632.285,610.373,577.862,602.285,557.813,813.803,653.075
b1091,fabH,419.525,354.61,333.469,297.335,340.735,316.963,332.201,371.546
b1092,fabD,426.666,404.638,410.59,372.48,369.841,379.433,360.383,442.424
b1093,fabG,905.426,967.965,1033.701,969.182,873.188,973.232,1057.368,1106.811
b1094,acpP,6396.411,10275.539,9922.415,10959.649,7318.773,12722.857,9127.273,7509.253
b1095,fabF,783.219,1000.123,974.502,914.58,698.308,823.42,869.394,949.529
b1096,pabC,39.655,35.519,33.008,30.26,40.11,32.945,35.769,37.313
b1097,mltG,41.282,36.049,28.423,25.869,39.52,30.582,32.646,31.516
b1098,tmk,65.162,54.807,53.069,48.809,55.22,51.236,63.113,69.274
b1099,holB,56.333,47.98,42.337,46.989,51.656,41.084,52.799,61.28
b1100,ycfH,92.643,77.266,74.7,75.629,100.627,76.899,76.839,79.418
b1101,ptsG,571.293,1089.04,1059.942,1118.592,645.518,865.579,1461.396,1632.676
b1102,fhuE,30.332,3.299,4.204,3.449,24.614,3.712,68.34,104.672
b1103,hinT,119.448,134.927,128.812,159.035,129.368,123.998,166.655,154.174
b1104,ycfL,130.913,142.535,129.902,141.056,130.788,110.591,159.718,172.222
b1105,lpoB,81.645,97.221,94.512,107.963,96.976,81.01,116.73,136.013
b1106,thiK,46.432,48.957,48.107,54.274,49.299,44.662,55.196,63.845
b1107,nagZ,72.056,72.11,74.12,76.721,65.959,64.773,76.407,95.572
b1108,ycfP,192.284,210.681,235.173,263.306,191.393,182.184,388.998,376.864
b1109,ndh,226.299,382.935,366.423,408.338,228.566,333.68,98.645,138.113
b1110,ycfJ,70.661,34.24,30.632,30.968,62.863,25.556,11.49,15.664
b1111,comR,19.23,26.496,22.844,28.311,19.487,24.553,22.076,25.39
b1112,bhsA,65.667,51.889,55.242,76.527,88.469,92.093,25.722,23.707
b1113,ldtC,32.452,20.302,18.311,18.285,42.613,23.56,16.472,16.149
b1114,mfd,42.967,49.625,49.3,51.611,46.183,42.407,53.155,65.332
b1115,ycfT,0.139,0.235,1.017,0.582,0.407,0.541,0.251,0.485
b1116,lolC,92.184,59.528,48.375,54.526,100.77,57.93,73.106,77.891
b1117,lolD,116.884,82.902,79.691,83.708,118.607,77.426,106.177,129.903
b1118,lolE,103.837,62.976,58.972,60.652,101.204,57.11,92.673,97.941
b1119,nagK,112.551,68.106,68.699,69.86,118.8,65.034,95.187,112.298
b1120,cobB,81.86,62.397,69.076,74.018,84.871,48.623,79.902,103.333
b1121,ycfZ,5.73,2.849,2.34,2.278,6.34,2.462,2.188,3.464
b1122,ymfA,25.81,12.247,8.613,8.908,24.177,12.374,10.685,14.999
b1123,potD,139.774,237.129,265.818,244.529,121.873,218.297,226.53,270.244
b1124,potC,62.12,73.173,85.515,79.093,53.328,73.846,56.023,67.646
b1125,potB,77.106,71.141,60.685,64.553,52.493,64.943,63.988,65.578
b1126,potA,119.053,105.147,102.545,89.299,102.573,105.88,118.535,140.951
b1127,pepT,44.177,89.303,111.111,131.405,51.77,74.509,206.314,159.991
b1128,roxA,131.87,145.252,147.054,146.094,130.044,127.218,156.762,165.974
b1129,phoQ,74.951,59.958,49.31,59.904,66.646,50.898,71.66,82.659
b1130,phoP,124.283,127.124,120.132,141.982,122.457,119.297,132.996,146.208
b1131,purB,220.967,483.852,458.487,448.014,221.778,422.902,201.665,301.56
b1132,hflD,190.416,196.802,170.307,175.07,195.692,186.195,160.977,211.875
b1133,mnmA,286.321,248.691,207.735,203.086,294.848,238.257,239.694,266.53
b1134,nudJ,49.899,52.487,44.472,49.051,58.707,44.082,40.873,51.688
b1135,rluE,54.052,49.399,35.512,35.805,60.333,45.072,34.649,39.001
b1136,icd,1623.597,1635.335,718.243,710.447,1435.793,1451.008,1417.894,1963.285
b1137,ymfD,26.931,44.337,44.557,37.546,24.428,30.445,52.576,53.392
b1138,ymfE,15.293,27.696,26.893,26.085,16.532,19.385,32.066,27.919
b1139,lit,24.119,31.419,34.968,27.854,25.042,26.477,32.71,32.898
b1140,intE,4.977,4.882,5.511,5.242,5.532,5.345,9.447,7.441
b1141,xisE,4.443,4.107,6.449,7.306,5.33,8.261,7.018,8.993
b1142,ymfH,0.955,1.295,1.167,0.334,2.101,1.217,4.41,1.251
b1143,ymfI,44.454,82.425,92.777,91.7,42.742,57.46,95.285,102.358
b1144,ymfJ,12.059,17.167,17.002,20.231,13.988,14.02,16.064,13.266
b1145,ymfK,26.13,32.781,28.898,33.958,27.124,29.907,42.283,35.281
b1146,ymfT,0.989,2.262,4.141,4.406,2.174,4.444,1.879,1.619
b1147,ymfL,2.36,7.786,10.627,11.203,5.265,5.883,6.72,6.122
b1148,ymfM,1.93,3.477,3.939,3.33,2.554,2.921,2.042,1.887
b1149,ymfN,1.078,1.366,0.9,1.193,0.982,0.969,0.993,1.157
b1150,ymfR,0.996,0.276,0.142,1.329,0.751,0.408,0.245,0.295
b1151,beeE,0.734,1.172,1.262,1.484,1.537,1.272,1.707,2.059
b1152,jayE,0.972,1.084,0.722,0.756,1.073,0.846,1.737,1.438
b1153,ymfQ,1.019,0.691,0.934,0.623,0.83,0.267,0.646,0.723
b1154,ycfK,1.144,0.722,0.124,0.041,0.077,0.532,0.171,0.361
b1155,tfaP,1.32,1.586,0.503,0.944,0.704,0.593,0.912,2.043
b1156,tfaE,1.071,1.424,0.949,0.864,1.691,0.667,1.521,1.241
b1157,stfE,0.278,0.47,0.194,0,0.452,0.499,0.301,0.424
b1158,pinE,0.537,0.273,0.187,0.282,0.7,0.08,0.68,0.703
b1159,mcrA,7.268,3.877,5.426,4.935,7.628,5.194,6.081,6.476
b1160,iraM,1.84,1.559,1.284,3.698,2.098,2.481,4.663,2.41
b1161,ycgX,26.805,3.243,1.991,2.894,17.087,1.985,5.262,3.936
b1162,bluR,180.816,57.903,41.925,61.347,162.542,54.424,66.115,66.667
b1163,bluF,175.369,14.339,6.695,10.058,153.104,14.74,10.595,17.126
b1164,ycgZ,3.983,2.132,2.853,1.209,7.889,3.863,0.569,0.686
b1165,ymgA,4.823,5.644,2.572,0.954,8.272,4.172,2.668,1.311
b1166,ariR,7.35,1.987,3.994,1.268,2.91,2.844,0.808,2.437
b1167,ymgC,4.988,1.826,1.044,0.418,2.73,1.794,1.517,1.829
b1168,pdeG,0.717,1.227,0.478,1.231,1.052,0.762,0.319,0.64
b1171,ymgD,23.713,133.951,139.34,166.389,25.753,115.241,37.849,42.294
b1172,ymgG,9.865,66.553,73.425,85.768,13.161,61.75,24.943,20.275
b1174,minE,178.266,208.508,217.512,225.453,176.248,181.993,363.122,384.312
b1175,minD,141.443,174.858,175.434,186.53,147.871,146.675,269.101,315.693
b1176,minC,112.252,116.353,116.401,111.413,118.723,117.879,155.812,165.053
b1177,ycgJ,57.897,51.751,48.774,52.095,60.672,41.031,78.517,57.661
b1178,pliG,3.831,12.693,14.104,16.717,5.557,11.332,27.245,24.279
b1179,ycgL,52.495,81.494,70.07,91.605,59.034,88.914,75.98,72.231
b1180,ycgM,42.495,54.652,47.09,49.017,41.5,39.316,62.291,63.49
b1181,ycgN,38.93,30.016,32.425,30.896,42.52,34.028,46.654,50.702
b1182,hlyE,3.378,1.219,1.483,1.942,3.035,1.175,2.721,1.712
b1183,umuD,7.216,8.901,4.211,8,7.4,6.274,8.093,6.197
b1184,umuC,3.759,3.543,3.894,3.674,2.411,3.555,4.464,3.128
b1185,dsbB,95.251,98.849,88.163,87.61,99.231,101.772,104.553,92.638
b1186,nhaB,61.863,68.767,60.921,67.061,65.413,64.56,72.602,99.838
b1187,fadR,197.976,150.223,142.899,146.156,197.56,135.784,199.551,190.865
b1188,ycgB,29.363,8.074,12.385,14.511,23.854,8.274,13.655,13.879
b1189,dadA,62.038,32.979,30.573,30.579,52.097,36.307,37.402,66.52
b1190,dadX,43.189,18.915,17.897,18.314,37.069,24.437,32.971,56.319
b1191,cvrA,53.817,29.026,28.464,31.536,52.925,29.016,37.382,45.101
b1192,ldcA,20.064,24.017,18.788,19.386,18.629,18.475,27.625,25.6
b1193,emtA,58.127,82.052,71.734,73.972,60.546,78.523,72.025,70.809
b1194,ycgR,2.028,1.856,1.274,1.205,2.379,3.646,0.44,1.062
b1195,ymgE,13.054,7.726,5.916,10.01,15.807,11.209,9.944,9.441
b1196,ycgY,2.704,0.916,1.651,0.827,3.083,1.418,1.223,0.738
b1197,treA,13.547,7.676,8.486,11.382,14.3,6.418,15.665,21.383
b1198,dhaM,68.416,35.53,33.119,45.01,79.844,20.867,354.725,415.029
b1199,dhaL,40.069,19.713,32.417,28.681,39.933,16.898,228.81,301.078
b1200,dhaK,43.908,32.783,53.133,57.665,36.162,29.712,305.028,300.854
b1201,dhaR,8.669,6.604,5.554,6.43,8.145,6.374,7.671,9.048
b1202,ycgV,4.348,6.799,6.493,7.792,5.317,5.404,6.358,5.286
b1203,ychF,172.847,327.215,275.799,279.367,180.513,277.132,204.893,222.552
b1204,pth,57.073,88.775,71.222,77.119,59.522,82.223,56.72,69.961
b1205,ychH,75.683,51.786,81.286,112.966,75.021,58.749,430.657,268.666
b1206,dauA,30.609,39.393,46.969,41.025,31.624,36.075,20.81,25.678
b1207,prs,705.582,1378.072,1289.808,1291.168,702.637,1133.41,849.19,926.251
b1208,ispE,129.253,155.084,157.238,173.559,142.015,265.533,140.898,151.251
b1209,lolB,91.127,87.639,100.406,97.052,88.061,92.795,95.023,121.219
b1210,hemA,192.075,119.585,98.032,100.813,187.996,107.586,134.711,129.773
b1211,prfA,137.949,104.699,99.565,92.116,128.965,92.767,112.888,133.229
b1212,prmC,69.968,43.795,48.024,44.162,73.486,45.117,53.597,55.861
b1213,ychQ,74.842,34.707,31.633,32.41,70.807,36.309,33.566,42.137
b1214,ychA,186.743,140.205,126.765,136.798,189.998,129.74,134.982,158.532
b1215,kdsA,213.408,252.534,261.844,265.35,203.399,203.067,265.348,288.999
b1216,chaA,62.184,25.374,19.654,23.422,68.677,30.545,32.979,52.361
b1217,chaB,18.497,10.279,13.06,16.914,24.177,13.727,16.583,12.675
b1218,chaC,49.969,22.066,20.478,28.667,52.541,18.032,38.449,39.358
b1219,ychN,134.034,170.393,150.611,173.356,150.081,153.793,247.361,168.183
b1220,ychO,19.482,8.547,9.247,7.245,18.207,7.972,16.863,14.04
b1221,narL,57.277,66.621,66.478,74.222,48.676,51.591,91.662,101.699
b1222,narX,23.432,13.143,14.705,16.858,22.336,13.073,23.449,21.019
b1223,narK,18.417,12.267,22.159,23.203,10.99,2.503,15.736,16.734
b1224,narG,28.053,13.088,16.269,23.647,33.225,7.056,14.396,19.23
b1225,narH,58.723,20.811,25.18,33.545,63.963,13.944,19.492,19.639
b1226,narJ,64.079,18.936,29.373,34.474,68.474,15.296,19.085,17.434
b1227,narI,90.134,36.25,41.697,50.866,101.21,22.561,17.626,18.666
b1228,ychS,4.86,0.732,0.377,0.378,6.158,0.647,0.977,0.472
b1229,tpr,114.411,28.347,16.472,13.313,128.964,30.271,32.372,30.726
b1230,tyrV,0,0,0,0,0,0,0,0
b1231,tyrT,0,0,0,0,0,0,0,0
b1232,purU,156.536,189.82,169.9,171.024,151.567,167.151,165.891,195.241
b1233,ychJ,162.04,164.708,134.799,157.023,154.684,173.587,146.578,149.627
b1234,rssA,104.961,53,50.982,57.069,105.999,45.155,84.651,93.938
b1235,rssB,77.171,44.465,44.167,49.09,81.107,37.042,71.485,82.842
b1236,galU,216.826,298.777,289.549,312.341,215.144,247.826,276.531,302.073
b1237,hns,2854.053,3395.733,3147.841,3243.488,2688.481,2822.214,3724.45,3490.854
b1238,tdk,20.822,57.14,46.124,50.578,23.417,46.035,39.024,39.062
b1241,adhE,311.303,692.951,686.042,992.63,438.398,313.934,1223.741,1668.144
b1242,ychE,32.509,30.483,24.724,29.906,32.9,32.462,33.304,25.806
b1243,oppA,1820.808,1844.891,1616.62,1679.828,1628.118,1280.222,1469.591,2000.127
b1244,oppB,554.586,434.921,435.612,449.087,498.002,372.497,401.923,620.119
b1245,oppC,505.145,372.749,350.979,407.763,493.33,352.086,371.379,483.174
b1246,oppD,774.385,554.584,545.962,533.924,737.124,487.69,507.844,697.807
b1247,oppF,911.535,674.06,679.674,691.258,862.984,601.667,650.308,810.43
b1248,yciU,87.248,93.995,75.029,101.98,91.535,70.579,125.809,114.755
b1249,clsA,46.606,36.86,39.519,40.72,46.968,34.956,46.844,50.771
b1250,kch,15.373,23.124,26.049,26.463,16.343,17.986,22.459,20.911
b1251,yciI,72.435,112.944,124.173,155.759,89.606,138.797,229.436,163.216
b1252,tonB,93.502,66.025,87.054,74.236,83.907,76.607,295.692,283.044
b1253,yciA,62.509,95.72,81.348,79.383,61.587,95.144,64.906,53.326
b1254,yciB,117.677,105.388,94.785,103.177,122.039,99.248,107.157,106.277
b1255,yciC,70.986,73.164,65.509,70.686,80.026,73.056,69.145,76.874
b1256,ompW,141.276,192.35,234.194,183.515,105.411,192.626,432.975,355.58
b1257,yciE,51.497,9.267,6.464,8.272,59.435,7.267,19.048,28.363
b1258,yciF,36.94,4.437,3.841,4.679,39.403,5.304,11.469,15.65
b1259,yciG,60.449,8.981,3.468,6.512,65.021,5.955,9.142,9.218
b1260,trpA,1266.319,772.929,315.866,629.015,1416.982,394.263,648.171,1022.696
b1261,trpB,758.426,432.688,179.965,360.565,799.898,211.62,343.6,634.926
b1262,trpC,381.2,143.043,56.904,143.778,385.176,56.155,136.11,241.901
b1263,trpD,236.216,57.546,47.616,76.429,218.476,31.789,69.977,121.533
b1264,trpE,194.269,123.113,146.214,219.346,168.481,114.683,231.052,233.752
b1265,trpL,55.756,33.679,34.677,34.151,50.722,29.278,62.945,38.318
b1266,yciV,44.22,40.323,40.545,42.851,46.802,40.535,43.248,44.153
b1267,yciO,83.886,81.432,87.908,84.141,77.225,68.143,95.83,112.27
b1268,yciQ,22.287,11.564,10.974,11.801,18.019,11.754,15.452,15.203
b1269,rluB,325.383,201.267,191.259,170.439,294.32,198.276,220,223.205
b1270,btuR,17.612,18.079,22.795,20.626,20.009,19.459,21.59,32.589
b1271,yciK,17.249,20.667,22.136,20.66,16.604,17.212,24.631,22.461
b1272,sohB,85.835,106.041,106.36,121.754,92.965,101.829,126.918,129.02
b1273,yciN,176.062,205.884,202.49,246.418,249.178,302.885,219.023,163.185
b1274,topA,236.026,164.565,158.01,152.255,224.686,150.609,170.249,212.108
b1275,cysB,78.781,86.322,84.026,85.489,86.07,82.132,131.756,136.875
b1276,acnA,66.858,21.049,20.254,21.083,55.551,25.168,24.517,38.321
b1277,ribA,87.094,144.376,131.316,144.121,96.963,137.537,149.535,138.833
b1278,pgpB,47.605,36.915,36.173,33.641,50.849,35.729,37.661,36.319
b1279,lapA,143.022,110.111,93.932,117.172,183.253,129.649,125.017,109.709
b1280,lapB,81.808,47.064,44.68,43.145,80.109,47.296,66.726,67.737
b1281,pyrF,150.936,253.209,208.169,221.157,167.012,259.317,165.77,146.578
b1282,yciH,132.794,245.796,193.509,192.609,128.761,206.919,144.617,145.158
b1283,osmB,65.337,59.515,70.542,93.01,82.048,73.009,85.98,61.205
b1284,yciT,67.338,58.4,56.871,63.764,63.521,53.237,101.827,119.681
b1285,pdeR,12.383,10.48,10.293,12.643,13.278,8.613,11.084,14.481
b1286,rnb,150.284,222.152,205.617,211.853,149.104,201.243,151.612,206.198
b1287,yciW,21.23,37.889,48.834,44.613,22.818,43.118,48.476,56.876
b1288,fabI,526.937,782.687,748.791,731.511,510.442,681.021,813.671,908.223
b1289,ycjD,20.982,13.415,9.771,8.609,28.672,11.292,19.356,16.083
b1290,sapF,42.758,30.768,34.806,30.663,45.344,28.502,38.509,42.733
b1291,sapD,48.233,36.223,29.046,36.881,49.517,35.891,40.886,49.8
b1292,sapC,19.823,18.285,17.222,17.92,23.982,14.236,22.738,21.434
b1293,sapB,23.633,23.743,22.131,23.378,26.469,19.996,30.467,30.412
b1294,sapA,28.982,27.103,27.084,27.268,28.58,26.189,31.226,35.324
b1295,ymjA,44.029,42.099,34.466,43.201,64.159,44.843,26.319,31.211
b1296,puuP,13.711,3.718,3.584,4.116,9.373,4.656,3.932,4.343
b1297,puuA,45.447,7.192,4.435,5.837,40.932,9.568,4.829,5.961
b1298,puuD,55.237,10.929,5.032,7.184,47.707,16.142,2.081,4.465
b1299,puuR,62.639,25.757,20.042,22.453,48.607,26.453,19.29,24.313
b1300,puuC,9.733,2.394,1.521,2.013,5.059,2.761,1.849,2.755
b1301,puuB,3.723,0.966,1.178,1.972,3.602,1.9,0.842,2.006
b1302,puuE,3.669,1.357,1.417,1.07,2.378,1.182,0.98,1.362
b1303,pspF,11.786,6.095,11.86,9.428,10.974,7.992,14.895,12.109
b1304,pspA,32.677,66.377,61.54,65.917,37.82,52.172,53.832,58.211
b1305,pspB,12.255,18.748,22.54,16.439,14.03,16.872,21.701,23.713
b1306,pspC,12.904,17.541,18.133,22.068,12.343,14.453,18.284,21.418
b1307,pspD,6.714,8.989,6.209,6.571,5.141,4.828,7.534,5.862
b1308,pspE,66.876,116.433,112.453,126.682,102.061,94.57,252.98,153.27
b1309,ycjM,0.858,0.631,0.279,0.434,0.954,0.572,0.931,0.387
b1310,ycjN,0.442,0.273,0.261,0.242,0.413,0.155,0.626,0.855
b1311,ycjO,0.873,0.401,0.619,0.591,0.991,0.456,0.673,0.295
b1312,ycjP,0.471,1.348,0.771,0.834,1.239,0.397,0.8,0.926
b1313,ycjQ,1.722,1.967,0.864,1.459,1.776,1.145,1.178,1.946
b1314,ycjR,1.637,1.056,1.187,1.915,1.416,1.132,1.504,1.278
b1315,ycjS,1.858,1.459,1.084,1.48,2.115,1.163,2.478,2.434
b1316,ycjT,1.993,1.169,1.089,1.171,1.06,0.709,1.986,1.764
b1317,ycjU,1.506,0,0.63,0.079,0.699,0.068,0.204,0.493
b1318,ycjV,0.692,0.182,0.081,0.269,0.677,0.553,0.585,0.907
b1319,ompG,0.165,0,0.258,0.403,0.322,0.099,0.536,0.215
b1320,ycjW,7.709,10.266,11.403,9.126,8.702,10.148,11.233,11.919
b1321,ycjX,6.166,5.836,7.237,7.509,6.982,6.182,9.648,9.844
b1322,ycjF,7.509,9.49,8.449,8.511,9.374,7.044,12.853,11.304
b1323,tyrR,54.098,44.294,49.182,52.501,51.713,40.549,82.364,79.119
b1324,tpx,960.062,1016.153,703.702,655.556,996.274,711.946,1466.414,1490.263
b1325,ycjG,42.072,18.931,18.792,23.513,38.66,15.026,46.525,43.58
b1326,mpaA,26.273,24.047,31.466,38.839,27.912,21.197,36.006,38.559
b1327,ycjY,2.643,1.892,2.739,2.574,2.171,2.028,3.29,2.791
b1328,pgrR,14.408,11.226,8.612,8.393,14.299,10.223,11.21,12.58
b1329,mppA,21.64,19.657,19.659,22.239,22.326,19.591,29.383,34.67
b1330,ynaI,16.706,23.889,24.294,26.704,19.529,19.561,16.886,14.312
b1331,insH-4,38.675,32.633,29.829,33.07,35.417,26.024,65.06,76.098
b1332,ynaJ,459.863,325.63,246.168,344.272,641.681,581.122,223.549,155.355
b1333,uspE,128.363,99.019,146.913,159.846,129.912,82.044,285.99,255.344
b1334,fnr,535.832,543.763,414.331,474.252,570.639,457.057,359.901,430.759
b1335,ogt,28.501,13.413,12.198,12.62,32.093,16.186,19.187,18.411
b1336,abgT,2.082,1.224,0.783,1.228,2.226,0.819,1.502,1.662
b1337,abgB,1.151,0.664,0.612,0.648,0.806,0.324,0.784,0.855
b1338,abgA,0.587,0.193,0.516,0.358,0.333,0.256,0.988,0.893
b1339,abgR,7.761,3.446,3.891,3.611,5.93,3.488,7.241,4.653
b1340,smrA,25.547,23.468,22.227,21.614,32.031,24.707,24.872,22.843
b1341,dgcM,33.928,19.257,20.587,25.139,40.962,16.336,22.71,24.486
b1342,zntB,23.605,23.924,30.871,28.298,22.258,24.51,28.018,29.657
b1343,dbpA,39.035,26.105,25.535,24.531,44.322,24.2,29.49,35.399
b1344,ttcA,107.542,132.153,128.373,110.201,101.512,106.263,90.613,115.71
b1345,intR,4.663,4.476,4.208,5.184,6.267,8.437,5.456,4.29
b1346,xisR,0,0.234,0.241,0.482,0.899,0.31,0,0.301
b1347,rcbA,0.473,0.722,0.991,1.488,0.463,1.17,1.798,2.014
b1348,ralR,0,1.036,0.533,1.336,0.498,1.489,1.383,1.168
b1349,recT,2.484,2.838,3.018,3.216,2.938,2.95,2.231,5.061
b1350,recE,0.392,1.33,1.18,1.021,0.747,0.953,0.778,1.501
b1351,racC,0,0.732,0.754,2.454,1.056,0.485,0.782,1.415
b1352,kilR,0.224,0,0,0.117,0.109,0.201,0.243,0
b1353,sieB,0.203,2.17,0.957,3.303,0.794,1.553,0.331,0.931
b1355,ydaG,6.993,0.936,2.119,1.544,12.591,4.962,0.999,3.856
b1356,racR,195.506,115.335,108.721,114.675,198.734,109.735,142.744,118.54
b1357,ydaS,3.429,1.106,2.189,0.789,2.207,0.677,2.452,1.862
b1358,ydaT,1.821,2.15,1.599,2.648,1.55,1.056,3.38,2.461
b1359,ydaU,2.027,1.06,1.212,1.882,2.094,0.911,1.981,2.503
b1360,ydaV,2.228,1.082,0.696,0.976,1.235,1.495,2.636,1.873
b1361,ydaW,3.07,3.362,1.993,3.405,3.636,2.349,3.558,3.306
b1362,rzpR,0.898,0.308,0.217,0.377,0.364,0.261,0.809,1.41
b1363,trkG,15.675,13.894,13.878,15.257,17.32,15.04,14.099,12.987
b1365,ynaK,4.234,3.349,2.955,3.749,7.726,4.737,6.233,4.436
b1366,ydaY,6.97,3.999,3.468,2.46,3.912,2.605,3.522,5.061
b1368,ynaA,3.283,1.939,1.921,1.595,2.336,1.823,2.359,1.771
b1370,insH-5,7.375,7.325,9.485,8.673,6.807,8.313,14.924,12.533
b1372,stfR,1.234,0.492,0.704,1.27,0.841,0.78,0.834,0.88
b1373,tfaR,2.156,1.425,1.355,1.854,2.002,1.958,2.154,1.13
b1374,pinR,56.157,4.018,2.288,1.939,49.961,2.38,2.328,3.964
b1375,ynaE,810.509,23.262,17.172,10.018,697.36,11.404,45.998,46.437
b1376,uspF,33.922,30.311,51.896,68.622,26.012,30.185,133.332,82.718
b1377,ompN,0.789,0.713,0.55,0.597,1.499,0.591,0.714,0.23
b1378,ydbK,25.074,27.23,28.037,29.646,27.113,22.211,39.872,55.118
b1379,hslJ,18.441,41.8,38.366,36.701,17.566,39.171,14.541,21.843
b1380,ldhA,15.859,32.71,52.751,50.253,10.89,34.105,15.804,13.999
b1381,ydbH,14.275,13.309,10.423,13.093,13.962,13.475,15.287,13.519
b1382,ynbE,27.112,22.543,24.749,23.947,35.248,29.294,25.236,19.065
b1383,ydbL,42.391,35.919,22.827,30.588,45.296,24.38,28.379,38.603
b1384,feaR,7.623,1.561,1.091,1.84,6.807,2.317,2.263,1.58
b1385,feaB,13.448,5.894,5.167,5.73,11.332,6.014,5.575,5.379
b1386,tynA,1.049,1.044,1.075,0.802,0.982,1.061,0.712,1.03
b1387,paaZ,0.389,0.494,0.229,0.28,0.356,0.284,0.422,0.604
b1388,paaA,0.187,0.109,0.112,0,0.157,0.144,0.203,0.07
b1389,paaB,0.259,0,0.722,0.09,0.337,0.465,0.656,0.452
b1390,paaC,0.333,0.473,0.07,0.209,0.455,0.269,0.469,0.436
b1391,paaD,0.449,0.254,0.522,0.471,0.536,0.359,0.596,0.653
b1392,paaE,0.951,0.519,0.656,0.73,0.431,0.292,1.259,0.942
b1393,paaF,0.615,0.493,0.677,0.407,0.696,0.494,0.703,1.906
b1394,paaG,0.63,1.121,0.56,0.792,0.739,0.311,0.65,1.649
b1395,paaH,1.096,0.796,0.947,1.204,1.309,1.329,1.19,1.754
b1396,paaI,1.292,1.254,0.922,0.616,1.607,1.531,3.125,3.538
b1397,paaJ,5.294,2.513,1.704,2.289,4.289,2.852,4.004,4.073
